,name,slug_club,displayName,slug_player,status.lastFiveSo5Appearances,status.lastFiveSo5AverageScore,status.lastFifteenSo5Appearances,status.lastFifteenSo5AverageScore,status.playingStatus,position,score,level_score,mins_played,yellow_card,was_fouled,error_lead_to_shot,double_double,triple_double,triple_triple,poss_lost_ctrl,duel_lost,duel_won,big_chance_created,adjusted_total_att_assist,accurate_pass,successful_final_third_passes,ontarget_scoring_att,won_contest,pen_area_entries,penalty_kick_missed,big_chance_missed,saves,saved_ibox,good_high_claim,punches,dive_save,dive_catch,cross_not_claimed,six_second_violation,gk_smother,accurate_keeper_sweeper,goals,accurate_long_balls,missed_pass,three_goals_conceded,clean_sheet_60,penalty_save,fouls,goals_conceded,won_tackle,blocked_cross,outfielder_block,poss_won,interception_won,effective_clearance,long_pass_own_to_opp_success,penalty_conceded,goal_assist,assist_penalty_won,red_card,last_man_tackle,error_lead_to_goal,clearance_off_line,own_goals
615,Levante UD,levante-valencia,Clerc,carlos-clerc-martinez,2,29.75,10,36.01,substitute,Defender,11.9,0.0,19.0,0.0,0.0,0.0,0.2,0.0,0.0,4.4,1.4,1.2,0.0,0.0,6.4,1.2,0.0,0.2,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,2.2,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.0,1.0,0.6,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
616,Levante UD,levante-valencia,Coke,jorge-andujar-moreno,2,24.75,3,25.46666666666667,substitute,Defender,9.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.2,0.0,0.2,1.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
617,Levante UD,levante-valencia,Dani Cárdenas,daniel-cardenas-lindez,4,49.225,10,45.14,starter,Goalkeeper,39.38,0.0,72.0,0.2,0.0,0.0,0.0,0.0,0.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,2.2,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,7.8,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
618,Levante UD,levante-valencia,Dani Gómez,daniel-gomez-alcon,5,43.66,10,36.54,substitute,Forward,43.660000000000004,0.0,35.6,0.2,1.2,0.0,0.0,0.0,0.0,6.8,5.8,2.6,0.2,0.2,5.8,1.6,0.4,0.8,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
619,Levante UD,levante-valencia,Edgar Sevikyan,edgar-sevikyan,0,0.0,0,0.0,not_playing,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
620,Levante UD,levante-valencia,Enis Bardhi,enis-bardhi,5,35.46,15,48.46666666666667,starter,Midfielder,35.46,0.0,51.2,0.0,0.6,0.0,0.0,0.0,0.0,11.4,4.8,3.0,0.0,1.4,16.2,5.8,0.0,1.2,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,1.2,0.6,0.4,0.2,0.2,3.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
621,Levante UD,levante-valencia,Enric Franquesa,enric-franquesa-dolz,0,0.0,6,35.01666666666666,not_playing,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
622,Levante UD,levante-valencia,Jorge de Frutos,jorge-de-frutos-sebastian,5,56.48,14,49.04285714285714,starter,Forward,56.48,0.0,70.4,0.4,0.4,0.0,0.0,0.0,0.0,9.8,6.2,2.0,0.4,1.4,9.8,4.6,1.4,1.0,2.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0
623,Levante UD,levante-valencia,Joseda Álvarez,jose-david-alvarez-adsuar,0,0.0,0,0.0,not_playing,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
624,Levante UD,levante-valencia,José Manuel,jose-manuel-lopez-sanchez,0,0.0,0,0.0,not_playing,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
625,Levante UD,levante-valencia,Marc Pubill,marc-pubill-pages,2,25.3,5,30.86,substitute,Midfielder,10.120000000000001,0.0,14.4,0.0,0.2,0.0,0.0,0.0,0.0,4.2,0.8,0.4,0.0,0.0,6.4,1.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.4,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
626,Levante UD,levante-valencia,Marcelo Saracchi,marcelo-josemir-saracchi-pintos,0,0.0,0,0.0,not_playing,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
627,Levante UD,levante-valencia,Martín Cáceres,jose-martin-caceres-silva,5,39.83999999999999,10,31.54,starter,Defender,39.839999999999996,0.0,72.4,0.4,0.0,0.0,0.0,0.0,0.0,6.2,2.4,2.2,0.0,0.2,25.6,2.8,0.0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,5.6,0.0,0.4,0.0,1.0,1.2,0.2,0.2,0.2,4.4,1.2,2.2,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
628,Levante UD,levante-valencia,Melero,gonzalo-julian-melero-manzanares,5,44.44,10,37.76999999999999,starter,Midfielder,44.44,0.0,59.6,0.2,0.6,0.0,0.0,0.0,0.0,8.4,4.4,4.6,0.0,0.0,20.4,3.2,0.6,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,5.8,0.0,0.0,0.0,1.0,1.2,0.4,0.0,0.4,4.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
629,Levante UD,levante-valencia,Mickaël Malsa,mickael-malsa,5,35.92,14,36.72142857142857,regular,Midfielder,35.92,0.0,45.6,0.0,0.0,0.0,0.0,0.0,0.0,5.6,2.4,1.6,0.0,0.2,14.2,2.4,0.0,0.4,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,3.6,0.0,0.0,0.0,0.2,1.0,0.6,0.0,0.4,4.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
630,Levante UD,levante-valencia,Miramón,jorge-miramon-santagertrudis,4,44.975,8,40.225,starter,Defender,35.980000000000004,0.0,68.6,0.2,0.0,0.0,0.2,0.0,0.0,10.0,4.0,4.2,0.0,0.2,19.0,5.4,0.0,1.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.6,0.0,0.4,0.0,1.0,1.0,1.2,0.4,0.2,6.6,0.8,2.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
631,Levante UD,levante-valencia,Morales,jose-luis-morales-nogales,4,39.9,13,42.13076923076923,starter,Midfielder,31.919999999999998,0.0,47.6,0.0,0.6,0.0,0.0,0.0,0.0,9.6,4.2,1.6,0.0,0.6,6.6,2.0,0.4,0.4,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,3.2,0.0,0.0,0.0,0.0,0.8,0.4,0.2,0.0,2.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
632,Levante UD,levante-valencia,Nemanja Radoja,nemanja-radoja,1,45.4,4,38.975,not_playing,Midfielder,9.08,0.0,16.2,0.0,0.4,0.0,0.0,0.0,0.0,1.6,0.6,1.6,0.0,0.0,8.2,1.2,0.0,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
633,Levante UD,levante-valencia,Nikola Vukčević,nikola-vukcevic,2,25.35,4,26.65,substitute,Midfielder,10.14,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.0,1.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
634,Levante UD,levante-valencia,Omar Faraj,omar-faraj,0,0.0,0,0.0,not_playing,Forward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
635,Levante UD,levante-valencia,Pablo Cuñat,pablo-cunat-campos,0,0.0,0,0.0,not_playing,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
636,Levante UD,levante-valencia,Pepelu,jose-luis-garcia-vaya,5,45.08,11,39.70909090909091,starter,Midfielder,45.08,0.0,68.2,0.2,1.2,0.0,0.6,0.0,0.0,10.8,1.6,4.6,0.0,0.8,32.8,6.2,0.0,0.8,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,9.8,0.0,0.0,0.0,0.6,0.6,0.6,0.0,0.0,5.6,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
637,Levante UD,levante-valencia,Picón,pablo-martin-picon-alvaro,0,0.0,0,0.0,not_playing,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
638,Levante UD,levante-valencia,Postigo,sergio-postigo-redondo,1,32.1,3,29.96666666666667,not_playing,Defender,6.42,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.6,0.8,0.0,0.2,9.4,0.6,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,2.6,0.0,0.0,0.0,0.2,0.6,0.0,0.0,0.0,2.2,0.0,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
639,Levante UD,levante-valencia,Rober,roberto-suarez-pier,4,51.975,7,39.61428571428571,starter,Defender,41.58,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.2,8.4,3.0,4.4,0.0,0.4,27.6,1.6,0.0,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,7.4,0.0,0.4,0.0,1.0,0.6,0.8,0.0,0.8,4.6,1.8,3.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
640,Levante UD,levante-valencia,Roger Martí,roger-marti-salvador,4,42.925,12,47.175,starter,Forward,34.339999999999996,0.0,54.4,0.4,0.6,0.0,0.0,0.0,0.0,6.8,4.6,2.4,0.0,0.4,6.2,1.6,0.6,0.0,0.6,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
641,Levante UD,levante-valencia,Rúben Vezo,ruben-miguel-nunes-vezo,2,39.4,12,49.35,substitute,Defender,15.76,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,1.0,2.4,0.0,0.0,13.6,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,3.0,0.0,0.0,0.0,0.2,1.0,0.4,0.0,0.0,2.6,0.2,0.6,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
642,Levante UD,levante-valencia,Shkodran Mustafi,shkodran-mustafi,0,0.0,4,59.925,not_playing,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
643,Levante UD,levante-valencia,Soldado,roberto-soldado-rillo,1,14.4,10,31.08,not_playing,Forward,2.88,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0
644,Levante UD,levante-valencia,Son,francisco-javier-hidalgo-gomez,5,43.04,11,40.48181818181818,starter,Defender,43.04,0.0,78.0,0.4,0.0,0.0,0.2,0.2,0.0,13.6,3.4,3.6,0.0,0.8,22.6,7.8,0.2,0.6,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,8.6,0.0,0.4,0.0,1.4,1.2,1.2,0.2,0.0,6.0,1.6,1.2,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
645,Levante UD,levante-valencia,Óscar Duarte,oscar-esau-duarte-gaitan,5,45.86,11,48.49090909090909,starter,Defender,45.86,0.0,81.0,0.2,0.0,0.0,0.0,0.0,0.2,8.6,3.8,4.0,0.0,0.0,35.4,2.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,8.4,0.0,0.4,0.0,1.6,1.4,0.6,0.6,0.4,3.8,1.2,6.2,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
646,Lille OSC Métropole,lille-villeneuve-d-ascq,Adam Jakubech,adam-jakubech,0,0.0,0,0.0,not_playing,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
647,Lille OSC Métropole,lille-villeneuve-d-ascq,Amadou Onana,amadou-zeund-georges-mvom-onana,4,35.725,14,33.7,regular,Midfielder,28.580000000000002,0.0,36.8,0.0,0.4,0.0,0.2,0.0,0.0,4.2,2.6,2.8,0.0,0.8,13.2,4.0,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,2.2,0.0,0.0,0.0,1.2,1.4,1.0,0.0,0.0,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
648,Lille OSC Métropole,lille-villeneuve-d-ascq,Angel Gomes,angel-gomes,3,37.9,8,38.1,substitute,Midfielder,22.740000000000002,0.0,25.2,0.2,0.6,0.0,0.0,0.0,0.0,2.2,1.0,1.4,0.0,0.6,7.4,2.6,0.0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.4,0.0,0.0,0.0,0.2,0.0,0.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
649,Lille OSC Métropole,lille-villeneuve-d-ascq,Benjamin André,benjamin-andre,4,49.9,12,53.15833333333333,starter,Midfielder,39.92,0.0,70.2,0.2,1.6,0.2,0.4,0.2,0.0,10.6,5.0,7.0,0.0,0.8,38.4,8.4,0.2,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,8.2,0.0,0.0,0.0,1.8,1.4,1.8,0.0,0.6,3.8,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
650,Lille OSC Métropole,lille-villeneuve-d-ascq,Burak Yılmaz,burak-yilmaz-1985-07-15,3,31.59999999999999,13,41.50769230769231,substitute,Forward,18.96,0.0,26.4,0.0,0.6,0.0,0.0,0.0,0.0,5.2,1.8,0.8,0.2,0.2,4.4,3.4,0.4,0.0,0.8,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
651,Lille OSC Métropole,lille-villeneuve-d-ascq,Domagoj Bradarić,domagoj-bradaric,2,23.1,3,23.9,substitute,Defender,9.24,0.0,4.2,0.2,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.2,0.0,0.0,2.4,0.6,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
652,Lille OSC Métropole,lille-villeneuve-d-ascq,Edon Zhegrova,edon-zhegrova,3,22.33333333333333,8,47.7125,substitute,Midfielder,13.4,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1.2,0.2,0.0,0.2,2.8,2.0,0.0,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0
653,Lille OSC Métropole,lille-villeneuve-d-ascq,Exauce Boula,exauce-mpembele-boula,0,0.0,0,0.0,not_playing,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
654,Lille OSC Métropole,lille-villeneuve-d-ascq,Gabriel Gudmundsson,gabriel-gudmundsson,5,37.76,12,30.925,starter,Defender,37.760000000000005,0.0,66.4,0.0,0.0,0.0,0.0,0.0,0.0,14.4,5.4,3.6,0.0,0.6,18.2,4.4,0.4,1.4,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,7.8,0.0,0.6,0.0,1.0,1.0,0.6,0.2,0.2,3.4,1.4,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
655,Lille OSC Métropole,lille-villeneuve-d-ascq,Hatem Ben Arfa,hatem-ben-arfa,4,37.8,10,33.14,substitute,Midfielder,30.24,0.0,32.8,0.2,0.6,0.0,0.0,0.0,0.0,5.4,3.2,2.6,0.0,0.2,14.0,5.2,0.0,1.6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.2,0.0,0.0,0.0,0.6,1.0,0.2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
656,Lille OSC Métropole,lille-villeneuve-d-ascq,Isaac Lihadji,isaac-lihadji,0,0.0,6,39.58333333333333,not_playing,Forward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
657,Lille OSC Métropole,lille-villeneuve-d-ascq,Ivo Grbić,ivo-grbic,1,17.9,11,43.68181818181818,not_playing,Goalkeeper,3.5799999999999996,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
658,Lille OSC Métropole,lille-villeneuve-d-ascq,Jonathan Bamba,jonathan-bamba,5,55.6,14,49.62142857142857,starter,Forward,55.6,0.0,84.6,0.0,1.8,0.0,0.0,0.0,0.2,16.4,4.8,7.0,0.4,2.6,29.8,11.6,0.4,2.2,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
659,Lille OSC Métropole,lille-villeneuve-d-ascq,Jonathan David,jonathan-david,5,37.01999999999999,15,50.48,starter,Forward,37.019999999999996,0.0,87.8,0.2,1.4,0.0,0.0,0.0,0.0,12.8,6.6,4.2,0.0,0.6,18.2,5.8,0.4,1.0,0.8,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
660,Lille OSC Métropole,lille-villeneuve-d-ascq,José Fonte,jose-miguel-da-rocha-fonte,5,53.06,15,53.08,starter,Defender,53.06,0.0,90.0,0.2,0.0,0.0,0.0,0.0,0.0,5.6,2.4,3.2,0.0,0.2,43.4,3.6,0.2,0.4,0.8,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.4,0.0,0.6,0.0,1.2,1.4,0.4,0.0,0.8,5.8,1.4,5.2,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
661,Lille OSC Métropole,lille-villeneuve-d-ascq,José Reis,jose-manuel-bica-reis,0,0.0,0,0.0,not_playing,Forward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
662,Lille OSC Métropole,lille-villeneuve-d-ascq,Jules Raux,jules-raux,0,0.0,0,0.0,not_playing,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
